question,gold_answer,sentence,span,prompt_sent_to_llm,llm_answer,QID_gold,type_gold,qid_gold_true,linked_qid,TP,FP,FN,entity_type,TN,gold_years,linked_years,common_years,precision,recall,f1
What is the date of birth of Steiner?,,"Steiner was in 1738 musician of the chamber to ihe King of Denmark, at Copenhagen.",Steiner,"Your task is to determine the date of birth of a given person occurring in a given sentence. Your answer MUST consist solely of a date of birth (e.g., ""1728-05-11T00:00:00Z"") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Gavinies"" occurring in the sentence ""Gavinies published three books of sonatas, and several concertos, which are very highly esteemed by connoisseurs."",
answer the following question: ""What is the date of birth of Gavinies?""
Answer:1728-05-11T00:00:00Z

Now, given the following inputs:
Person: ""Steiner""
Sentence: ""Steiner was in 1738 musician of the chamber to ihe King of Denmark, at Copenhagen.""
Question: ""What is the date of birth of Steiner?""

Answer:",:1714-06-01T00:00:00Z,NIL,person,,1714,0,0,0,NIL,0,,,,0.07692307692307693,0.058823529411764705,0.06666666666666667
What is the date of birth of T?,,"When I'speak in these terms, T allude of course to the.",T,"Your task is to determine the date of birth of a given person occurring in a given sentence. Your answer MUST consist solely of a date of birth (e.g., ""1728-05-11T00:00:00Z"") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Gavinies"" occurring in the sentence ""Gavinies published three books of sonatas, and several concertos, which are very highly esteemed by connoisseurs."",
answer the following question: ""What is the date of birth of Gavinies?""
Answer:1728-05-11T00:00:00Z

Now, given the following inputs:
Person: ""T""
Sentence: ""When I'speak in these terms, T allude of course to the.""
Question: ""What is the date of birth of T?""

Answer:",1979-08-19T00:00:00Z,NIL,person,,1979-08-19,0,0,0,NIL,0,,,,0.07692307692307693,0.058823529411764705,0.06666666666666667
What is the date of birth of GEorGE Norsury?,,"The Words selected and arranged from the Holy Scriptureg, Dedicated to his Friend, GEorGE Norsury, Esq.",GEorGE Norsury,"Your task is to determine the date of birth of a given person occurring in a given sentence. Your answer MUST consist solely of a date of birth (e.g., ""1728-05-11T00:00:00Z"") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Gavinies"" occurring in the sentence ""Gavinies published three books of sonatas, and several concertos, which are very highly esteemed by connoisseurs."",
answer the following question: ""What is the date of birth of Gavinies?""
Answer:1728-05-11T00:00:00Z

Now, given the following inputs:
Person: ""GEorGE Norsury""
Sentence: ""The Words selected and arranged from the Holy Scriptureg, Dedicated to his Friend, GEorGE Norsury, Esq.""
Question: ""What is the date of birth of GEorGE Norsury?""

Answer:",1725-05-16T00:00:00Z,NIL,person,,1725-05-16,0,0,0,NIL,0,,,,0.07692307692307693,0.058823529411764705,0.06666666666666667
What is the date of birth of H. C. Sturton?,,"— - ies H. C. Sturton (late of St. Stephen's Mission Chapel, Lewisham), Morden College Chapel, Blackheath.",H. C. Sturton,"Your task is to determine the date of birth of a given person occurring in a given sentence. Your answer MUST consist solely of a date of birth (e.g., ""1728-05-11T00:00:00Z"") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Gavinies"" occurring in the sentence ""Gavinies published three books of sonatas, and several concertos, which are very highly esteemed by connoisseurs."",
answer the following question: ""What is the date of birth of Gavinies?""
Answer:1728-05-11T00:00:00Z

Now, given the following inputs:
Person: ""H. C. Sturton""
Sentence: ""— - ies H. C. Sturton (late of St. Stephen's Mission Chapel, Lewisham), Morden College Chapel, Blackheath.""
Question: ""What is the date of birth of H. C. Sturton?""

Answer:",,NIL,person,NIL,,0,0,0,NIL,1,,,,0.07692307692307693,0.058823529411764705,0.06666666666666667
What is the date of birth of Mrs. A. Shaw?,,"Miss Rainforth, Mrs. A. Shaw, Mr. Bennett, and Mr. Phillips....",Mrs. A. Shaw,"Your task is to determine the date of birth of a given person occurring in a given sentence. Your answer MUST consist solely of a date of birth (e.g., ""1728-05-11T00:00:00Z"") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Gavinies"" occurring in the sentence ""Gavinies published three books of sonatas, and several concertos, which are very highly esteemed by connoisseurs."",
answer the following question: ""What is the date of birth of Gavinies?""
Answer:1728-05-11T00:00:00Z

Now, given the following inputs:
Person: ""Mrs. A. Shaw""
Sentence: ""Miss Rainforth, Mrs. A. Shaw, Mr. Bennett, and Mr. Phillips....""
Question: ""What is the date of birth of Mrs. A. Shaw?""

Answer:",,NIL,person,,,0,0,0,NIL,0,,,,0.07692307692307693,0.058823529411764705,0.06666666666666667
What is the date of birth of Mr. Bennett?,,"Miss Rainforth, Mrs. A. Shaw, Mr. Bennett, and Mr. Phillips....",Mr. Bennett,"Your task is to determine the date of birth of a given person occurring in a given sentence. Your answer MUST consist solely of a date of birth (e.g., ""1728-05-11T00:00:00Z"") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Gavinies"" occurring in the sentence ""Gavinies published three books of sonatas, and several concertos, which are very highly esteemed by connoisseurs."",
answer the following question: ""What is the date of birth of Gavinies?""
Answer:1728-05-11T00:00:00Z

Now, given the following inputs:
Person: ""Mr. Bennett""
Sentence: ""Miss Rainforth, Mrs. A. Shaw, Mr. Bennett, and Mr. Phillips....""
Question: ""What is the date of birth of Mr. Bennett?""

Answer:",Cannot be determined.,NIL,person,,,0,0,0,NIL,0,,,,0.07692307692307693,0.058823529411764705,0.06666666666666667
What is the date of birth of Mr. Phillips?,,"Miss Rainforth, Mrs. A. Shaw, Mr. Bennett, and Mr. Phillips....",Mr. Phillips,"Your task is to determine the date of birth of a given person occurring in a given sentence. Your answer MUST consist solely of a date of birth (e.g., ""1728-05-11T00:00:00Z"") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Gavinies"" occurring in the sentence ""Gavinies published three books of sonatas, and several concertos, which are very highly esteemed by connoisseurs."",
answer the following question: ""What is the date of birth of Gavinies?""
Answer:1728-05-11T00:00:00Z

Now, given the following inputs:
Person: ""Mr. Phillips""
Sentence: ""Miss Rainforth, Mrs. A. Shaw, Mr. Bennett, and Mr. Phillips....""
Question: ""What is the date of birth of Mr. Phillips?""

Answer:",There is no date of birth information available in the provided sentence.,NIL,person,,,0,0,0,NIL,0,,,,0.07692307692307693,0.058823529411764705,0.06666666666666667
What is the date of birth of Agnes Robinson?,,"Agnes Robinson, Mrs. Carmichael, and Messrs. Hobart, Peake, C. J. Lenton, and C. Wilson.",Agnes Robinson,"Your task is to determine the date of birth of a given person occurring in a given sentence. Your answer MUST consist solely of a date of birth (e.g., ""1728-05-11T00:00:00Z"") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Gavinies"" occurring in the sentence ""Gavinies published three books of sonatas, and several concertos, which are very highly esteemed by connoisseurs."",
answer the following question: ""What is the date of birth of Gavinies?""
Answer:1728-05-11T00:00:00Z

Now, given the following inputs:
Person: ""Agnes Robinson""
Sentence: ""Agnes Robinson, Mrs. Carmichael, and Messrs. Hobart, Peake, C. J. Lenton, and C. Wilson.""
Question: ""What is the date of birth of Agnes Robinson?""

Answer:",Cannot be determined from the provided information.,NIL,person,NIL,,0,0,0,NIL,1,,,,0.07692307692307693,0.058823529411764705,0.06666666666666667
What is the date of birth of Mrs. Carmichael?,,"Agnes Robinson, Mrs. Carmichael, and Messrs. Hobart, Peake, C. J. Lenton, and C. Wilson.",Mrs. Carmichael,"Your task is to determine the date of birth of a given person occurring in a given sentence. Your answer MUST consist solely of a date of birth (e.g., ""1728-05-11T00:00:00Z"") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Gavinies"" occurring in the sentence ""Gavinies published three books of sonatas, and several concertos, which are very highly esteemed by connoisseurs."",
answer the following question: ""What is the date of birth of Gavinies?""
Answer:1728-05-11T00:00:00Z

Now, given the following inputs:
Person: ""Mrs. Carmichael""
Sentence: ""Agnes Robinson, Mrs. Carmichael, and Messrs. Hobart, Peake, C. J. Lenton, and C. Wilson.""
Question: ""What is the date of birth of Mrs. Carmichael?""

Answer:",Cannot be determined from the text.,NIL,person,NIL,,0,0,0,NIL,1,,,,0.07692307692307693,0.058823529411764705,0.06666666666666667
What is the date of birth of Messrs. Hobart?,,"Agnes Robinson, Mrs. Carmichael, and Messrs. Hobart, Peake, C. J. Lenton, and C. Wilson.",Messrs. Hobart,"Your task is to determine the date of birth of a given person occurring in a given sentence. Your answer MUST consist solely of a date of birth (e.g., ""1728-05-11T00:00:00Z"") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Gavinies"" occurring in the sentence ""Gavinies published three books of sonatas, and several concertos, which are very highly esteemed by connoisseurs."",
answer the following question: ""What is the date of birth of Gavinies?""
Answer:1728-05-11T00:00:00Z

Now, given the following inputs:
Person: ""Messrs. Hobart""
Sentence: ""Agnes Robinson, Mrs. Carmichael, and Messrs. Hobart, Peake, C. J. Lenton, and C. Wilson.""
Question: ""What is the date of birth of Messrs. Hobart?""

Answer:",,NIL,person,NIL,,0,0,0,NIL,1,,,,0.07692307692307693,0.058823529411764705,0.06666666666666667
What is the date of birth of Peake?,,"Agnes Robinson, Mrs. Carmichael, and Messrs. Hobart, Peake, C. J. Lenton, and C. Wilson.",Peake,"Your task is to determine the date of birth of a given person occurring in a given sentence. Your answer MUST consist solely of a date of birth (e.g., ""1728-05-11T00:00:00Z"") with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Gavinies"" occurring in the sentence ""Gavinies published three books of sonatas, and several concertos, which are very highly esteemed by connoisseurs."",
answer the following question: ""What is the date of birth of Gavinies?""
Answer:1728-05-11T00:00:00Z

Now, given the following inputs:
Person: ""Peake""
Sentence: ""Agnes Robinson, Mrs. Carmichael, and Messrs. Hobart, Peake, C. J. Lenton, and C. Wilson.""
Question: ""What is the date of birth of Peake?""

Answer:",,NIL,person,NIL,,0,0,0,NIL,1,,,,0.07692307692307693,0.058823529411764705,0.06666666666666667
