question,gold_answer,sentence,span,prompt_sent_to_llm,llm_answer,QID_gold,type_gold,qid_gold_true,linked_qid,match,source_file,source_approach,model,retriever,document,retrieved_context_ids,retrieved_context_texts,vote_count,unique_qids,all_qids_voted,source_approaches,voting_algorithm,threshold,multi_valued_support,TP,FP,FN,entity_type,TN,precision,recall,f1
What is the family name of Arthur O’ Leary?,,"H. R. Eyers, Walter Fitton, S. Kemp, Arthur O’ Leary, Harold Thomas, Brinley Richards, Frederick Westlake, T. Wingham, and the Principal.",Arthur O’ Leary,"Your task is to determine the family name (surname) of a given person occurring in a given sentence. Your answer MUST consist solely of the family name with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Mr. Viotti"" occurring in the sentence ""Mr. Viotti had some share in the management of the King’s Theatre."",
answer the following question: ""What is the family name of Mr. Viotti?""
Answer: Viotti

Now, given the following inputs:
Person: ""Arthur O’ Leary""
Sentence: ""H. R. Eyers, Walter Fitton, S. Kemp, Arthur O’ Leary, Harold Thomas, Brinley Richards, Frederick Westlake, T. Wingham, and the Principal.""
Question: ""What is the family name of Arthur O’ Leary?""

Answer:",O’ Leary,Q17984779,person,Q21513338,Q16871976,0,QA_FamilyName_QID_noctx_openrouter_openai_gpt-4o-mini_20250507_linked.csv,ZS,openai_gpt-4o-mini,,,,,3,1,Q16871976;Q16871976;Q16871976,ZS+RAG,Boyer-Moore-50pct,0.5,False,0,1,1,QID,0,0.8841870824053452,0.8322851153039832,0.8574514038876889
What is the family name of Arthur Sullivan?,,", Arthur Sullivan, Mus. D., Cantab., the Conductor, and the Principal — Eaton Faning.",Arthur Sullivan,"Your task is to determine the family name (surname) of a given person occurring in a given sentence. Your answer MUST consist solely of the family name with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Mr. Viotti"" occurring in the sentence ""Mr. Viotti had some share in the management of the King’s Theatre."",
answer the following question: ""What is the family name of Mr. Viotti?""
Answer: Viotti

Now, given the following inputs:
Person: ""Arthur Sullivan""
Sentence: "", Arthur Sullivan, Mus. D., Cantab., the Conductor, and the Principal — Eaton Faning.""
Question: ""What is the family name of Arthur Sullivan?""

Answer:",Sullivan,Q212692,person,Q2364643,Q2364643,1,QA_FamilyName_QID_noctx_openrouter_openai_gpt-4o-mini_20250507_linked.csv,ZS,openai_gpt-4o-mini,,,,,14,1,Q2364643;Q2364643;Q2364643;Q2364643;Q2364643;Q2364643;Q2364643;Q2364643;Q2364643;Q2364643;Q2364643;Q2364643;Q2364643;Q2364643,ZS+RAG,Boyer-Moore-50pct,0.5,False,1,0,0,QID,0,0.8841870824053452,0.8322851153039832,0.8574514038876889
What is the family name of Asioli?,,"that many composers who lose themselves in the clouds of mannerism and affectation, would imitate thewisdom of Sirletti, Asioli, and Pollini —",Asioli,"Your task is to determine the family name (surname) of a given person occurring in a given sentence. Your answer MUST consist solely of the family name with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Mr. Viotti"" occurring in the sentence ""Mr. Viotti had some share in the management of the King’s Theatre."",
answer the following question: ""What is the family name of Mr. Viotti?""
Answer: Viotti

Now, given the following inputs:
Person: ""Asioli""
Sentence: ""that many composers who lose themselves in the clouds of mannerism and affectation, would imitate thewisdom of Sirletti, Asioli, and Pollini —""
Question: ""What is the family name of Asioli?""

Answer:",Asioli,Q892563,person,Q56118775,Q56118775,1,QA_FamilyName_QID_noctx_openrouter_openai_gpt-4o-mini_20250507_linked.csv,ZS,openai_gpt-4o-mini,,,,,7,1,Q56118775;Q56118775;Q56118775;Q56118775;Q56118775;Q56118775;Q56118775,ZS+RAG,Boyer-Moore-50pct,0.5,False,1,0,0,QID,0,0.8841870824053452,0.8322851153039832,0.8574514038876889
What is the family name of Auber?,,The concert began with Auber’s pretty and sparkling overture to Les Diamans de la Cou-.,Auber,"Your task is to determine the family name (surname) of a given person occurring in a given sentence. Your answer MUST consist solely of the family name with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Mr. Viotti"" occurring in the sentence ""Mr. Viotti had some share in the management of the King’s Theatre."",
answer the following question: ""What is the family name of Mr. Viotti?""
Answer: Viotti

Now, given the following inputs:
Person: ""Auber""
Sentence: ""The concert began with Auber’s pretty and sparkling overture to Les Diamans de la Cou-.""
Question: ""What is the family name of Auber?""

Answer:",Auber,Q157672,person,Q37230467,Q37230467,1,QA_FamilyName_QID_noctx_openrouter_openai_gpt-4o-mini_20250507_linked.csv,ZS,openai_gpt-4o-mini,,,,,28,1,Q37230467;Q37230467;Q37230467;Q37230467;Q37230467;Q37230467;Q37230467;Q37230467;Q37230467;Q37230467;Q37230467;Q37230467;Q37230467;Q37230467;Q37230467;Q37230467;Q37230467;Q37230467;Q37230467;Q37230467;Q37230467;Q37230467;Q37230467;Q37230467;Q37230467;Q37230467;Q37230467;Q37230467,ZS+RAG,Boyer-Moore-50pct,0.5,False,1,0,0,QID,0,0.8841870824053452,0.8322851153039832,0.8574514038876889
What is the family name of Bach?,,"The programme contained selections from the works of Bach, Handel, Mendelssohn, Cherubini, and Lefébure - Wély.",Bach,"Your task is to determine the family name (surname) of a given person occurring in a given sentence. Your answer MUST consist solely of the family name with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Mr. Viotti"" occurring in the sentence ""Mr. Viotti had some share in the management of the King’s Theatre."",
answer the following question: ""What is the family name of Mr. Viotti?""
Answer: Viotti

Now, given the following inputs:
Person: ""Bach""
Sentence: ""The programme contained selections from the works of Bach, Handel, Mendelssohn, Cherubini, and Lefébure - Wély.""
Question: ""What is the family name of Bach?""

Answer:",Bach,Q1339,person,Q1409748,Q1409748,1,QA_FamilyName_QID_noctx_openrouter_openai_gpt-4o-mini_20250507_linked.csv,ZS,openai_gpt-4o-mini,,,,,77,1,Q1409748;Q1409748;Q1409748;Q1409748;Q1409748;Q1409748;Q1409748;Q1409748;Q1409748;Q1409748;Q1409748;Q1409748;Q1409748;Q1409748;Q1409748;Q1409748;Q1409748;Q1409748;Q1409748;Q1409748;Q1409748;Q1409748;Q1409748;Q1409748;Q1409748;Q1409748;Q1409748;Q1409748;Q1409748;Q1409748;Q1409748;Q1409748;Q1409748;Q1409748;Q1409748;Q1409748;Q1409748;Q1409748;Q1409748;Q1409748;Q1409748;Q1409748;Q1409748;Q1409748;Q1409748;Q1409748;Q1409748;Q1409748;Q1409748;Q1409748;Q1409748;Q1409748;Q1409748;Q1409748;Q1409748;Q1409748;Q1409748;Q1409748;Q1409748;Q1409748;Q1409748;Q1409748;Q1409748;Q1409748;Q1409748;Q1409748;Q1409748;Q1409748;Q1409748;Q1409748;Q1409748;Q1409748;Q1409748;Q1409748;Q1409748;Q1409748;Q1409748,ZS+RAG,Boyer-Moore-50pct,0.5,False,1,0,0,QID,0,0.8841870824053452,0.8322851153039832,0.8574514038876889
What is the family name of Balfe?,,"The programme included some favourite songs, and Balfe’s duet",Balfe,"Your task is to determine the family name (surname) of a given person occurring in a given sentence. Your answer MUST consist solely of the family name with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Mr. Viotti"" occurring in the sentence ""Mr. Viotti had some share in the management of the King’s Theatre."",
answer the following question: ""What is the family name of Mr. Viotti?""
Answer: Viotti

Now, given the following inputs:
Person: ""Balfe""
Sentence: ""The programme included some favourite songs, and Balfe’s duet""
Question: ""What is the family name of Balfe?""

Answer:",Balfe,Q434171,person,Q37021693,Q37021693,1,QA_FamilyName_QID_noctx_openrouter_openai_gpt-4o-mini_20250507_linked.csv,ZS,openai_gpt-4o-mini,,,,,14,1,Q37021693;Q37021693;Q37021693;Q37021693;Q37021693;Q37021693;Q37021693;Q37021693;Q37021693;Q37021693;Q37021693;Q37021693;Q37021693;Q37021693,ZS+RAG,Boyer-Moore-50pct,0.5,False,1,0,0,QID,0,0.8841870824053452,0.8322851153039832,0.8574514038876889
What is the family name of Baptiste Calkin?,,"Baptiste Calkin, Boyton Smith, E. H. Thorne, W. G. Cusins, E. M. Delaborde, E. Silas, John Hullah, E. H. Turpin, Franz Nava, F. E. Gladstone, C. W. Lavington, J. E. Richardson, R. Forsey Brion, and J. Tilleard.",Baptiste Calkin,"Your task is to determine the family name (surname) of a given person occurring in a given sentence. Your answer MUST consist solely of the family name with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Mr. Viotti"" occurring in the sentence ""Mr. Viotti had some share in the management of the King’s Theatre."",
answer the following question: ""What is the family name of Mr. Viotti?""
Answer: Viotti

Now, given the following inputs:
Person: ""Baptiste Calkin""
Sentence: ""Baptiste Calkin, Boyton Smith, E. H. Thorne, W. G. Cusins, E. M. Delaborde, E. Silas, John Hullah, E. H. Turpin, Franz Nava, F. E. Gladstone, C. W. Lavington, J. E. Richardson, R. Forsey Brion, and J. Tilleard.""
Question: ""What is the family name of Baptiste Calkin?""

Answer:",Calkin,Q1449465,person,Q16865314,Q16865314,1,QA_FamilyName_QID_noctx_openrouter_openai_gpt-4o-mini_20250507_linked.csv,ZS,openai_gpt-4o-mini,,,,,7,1,Q16865314;Q16865314;Q16865314;Q16865314;Q16865314;Q16865314;Q16865314,ZS+RAG,Boyer-Moore-50pct,0.5,False,1,0,0,QID,0,0.8841870824053452,0.8322851153039832,0.8574514038876889
What is the family name of Barbaja?,,"Since Barbaja seceded from the theatre, San Carlo has thrice been in danger of being burnt down.",Barbaja,"Your task is to determine the family name (surname) of a given person occurring in a given sentence. Your answer MUST consist solely of the family name with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Mr. Viotti"" occurring in the sentence ""Mr. Viotti had some share in the management of the King’s Theatre."",
answer the following question: ""What is the family name of Mr. Viotti?""
Answer: Viotti

Now, given the following inputs:
Person: ""Barbaja""
Sentence: ""Since Barbaja seceded from the theatre, San Carlo has thrice been in danger of being burnt down.""
Question: ""What is the family name of Barbaja?""

Answer:",Barbaja,Q908235,person,Q97402647,Q97402647,1,QA_FamilyName_QID_noctx_openrouter_openai_gpt-4o-mini_20250507_linked.csv,ZS,openai_gpt-4o-mini,,,,,7,1,Q97402647;Q97402647;Q97402647;Q97402647;Q97402647;Q97402647;Q97402647,ZS+RAG,Boyer-Moore-50pct,0.5,False,1,0,0,QID,0,0.8841870824053452,0.8322851153039832,0.8574514038876889
What is the family name of Bartolomeo Felici?,,"This enthusiastic composer, rich in talent, of the school of Bartolomeo Felici, wrote in the purest style.",Bartolomeo Felici,"Your task is to determine the family name (surname) of a given person occurring in a given sentence. Your answer MUST consist solely of the family name with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Mr. Viotti"" occurring in the sentence ""Mr. Viotti had some share in the management of the King’s Theatre."",
answer the following question: ""What is the family name of Mr. Viotti?""
Answer: Viotti

Now, given the following inputs:
Person: ""Bartolomeo Felici""
Sentence: ""This enthusiastic composer, rich in talent, of the school of Bartolomeo Felici, wrote in the purest style.""
Question: ""What is the family name of Bartolomeo Felici?""

Answer:",Felici,Q20757883,person,Q37507118,Q37507118,1,QA_FamilyName_QID_noctx_openrouter_openai_gpt-4o-mini_20250507_linked.csv,ZS,openai_gpt-4o-mini,,,,,7,1,Q37507118;Q37507118;Q37507118;Q37507118;Q37507118;Q37507118;Q37507118,ZS+RAG,Boyer-Moore-50pct,0.5,False,1,0,0,QID,0,0.8841870824053452,0.8322851153039832,0.8574514038876889
What is the family name of Batiste?,,"Batiste’s Andante in G, an Offertoire by Lefébure - Wély, 2 Fugue by Mendelssohn, and Gounod’s",Batiste,"Your task is to determine the family name (surname) of a given person occurring in a given sentence. Your answer MUST consist solely of the family name with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Mr. Viotti"" occurring in the sentence ""Mr. Viotti had some share in the management of the King’s Theatre."",
answer the following question: ""What is the family name of Mr. Viotti?""
Answer: Viotti

Now, given the following inputs:
Person: ""Batiste""
Sentence: ""Batiste’s Andante in G, an Offertoire by Lefébure - Wély, 2 Fugue by Mendelssohn, and Gounod’s""
Question: ""What is the family name of Batiste?""

Answer:",Batiste,Q274231,person,Q16479456,Q16479456,1,QA_FamilyName_QID_noctx_openrouter_openai_gpt-4o-mini_20250507_linked.csv,ZS,openai_gpt-4o-mini,,,,,7,1,Q16479456;Q16479456;Q16479456;Q16479456;Q16479456;Q16479456;Q16479456,ZS+RAG,Boyer-Moore-50pct,0.5,False,1,0,0,QID,0,0.8841870824053452,0.8322851153039832,0.8574514038876889
What is the family name of Beethoven?,,"Among the pieces were Beethoven’s grand symphony in bp, and the overtures to Don Juan and Reissiger’s Felsenmithle, all of which were exquisitely played.",Beethoven,"Your task is to determine the family name (surname) of a given person occurring in a given sentence. Your answer MUST consist solely of the family name with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Mr. Viotti"" occurring in the sentence ""Mr. Viotti had some share in the management of the King’s Theatre."",
answer the following question: ""What is the family name of Mr. Viotti?""
Answer: Viotti

Now, given the following inputs:
Person: ""Beethoven""
Sentence: ""Among the pieces were Beethoven’s grand symphony in bp, and the overtures to Don Juan and Reissiger’s Felsenmithle, all of which were exquisitely played.""
Question: ""What is the family name of Beethoven?""

Answer:",Beethoven,Q255,person,Q42864897,Q107393925,0,QA_FamilyName_QID_noctx_openrouter_openai_gpt-4o-mini_20250507_linked.csv,ZS,openai_gpt-4o-mini,,,,,126,1,Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925;Q107393925,ZS+RAG,Boyer-Moore-50pct,0.5,False,0,1,1,QID,0,0.8841870824053452,0.8322851153039832,0.8574514038876889
